ride_id,driver_id,customer_id,start_time,end_time,distance_km,fare_usd,payment_id
RIDE_189,DRIVER_7,CUSTOMER_104,2025-01-29 23:23:12.192528,2025-01-30 01:03:12.192528,23.49,50.17,PAYMENT_189
RIDE_190,DRIVER_41,CUSTOMER_132,2025-01-12 08:23:12.192533,2025-01-12 08:45:12.192533,11.69,24.88,PAYMENT_190
RIDE_191,DRIVER_20,CUSTOMER_1,2025-01-21 04:23:12.192538,2025-01-21 04:33:12.192538,15.81,41.55,PAYMENT_191
RIDE_192,DRIVER_41,CUSTOMER_169,2025-01-06 21:23:12.192542,2025-01-06 22:00:12.192542,26.51,54.28,PAYMENT_192
RIDE_193,DRIVER_33,CUSTOMER_139,2025-01-11 15:23:12.192547,2025-01-11 16:34:12.192547,31.56,66.3,PAYMENT_193
RIDE_194,DRIVER_39,CUSTOMER_119,2025-02-01 16:23:12.192552,2025-02-01 16:42:12.192552,29.64,64.5,PAYMENT_194
RIDE_195,DRIVER_13,CUSTOMER_106,2025-01-05 01:23:12.192557,2025-01-05 01:49:12.192557,1.36,3.21,PAYMENT_195
RIDE_196,DRIVER_10,CUSTOMER_14,2025-01-11 06:23:12.192562,2025-01-11 07:48:12.192562,49.97,148.36,PAYMENT_196
RIDE_197,DRIVER_24,CUSTOMER_49,2025-01-31 16:23:12.192566,2025-01-31 17:01:12.192566,48.36,122.3,PAYMENT_197
RIDE_198,DRIVER_49,CUSTOMER_133,2025-01-30 13:23:12.192570,2025-01-30 14:39:12.192570,42.13,114.65,PAYMENT_198
RIDE_199,DRIVER_11,CUSTOMER_93,2025-01-08 00:23:12.192575,2025-01-08 02:00:12.192575,28.51,73.59,PAYMENT_199
RIDE_200,DRIVER_35,CUSTOMER_160,2025-01-21 09:23:12.192580,2025-01-21 10:29:12.192580,30.09,81.43,PAYMENT_200
RIDE_201,DRIVER_50,CUSTOMER_194,2025-01-20 02:23:12.192584,2025-01-20 02:34:12.192584,14.85,34.65,PAYMENT_201
RIDE_202,DRIVER_34,CUSTOMER_128,2025-01-31 01:23:12.192589,2025-01-31 01:34:12.192589,34.54,96.18,PAYMENT_202
RIDE_203,DRIVER_1,CUSTOMER_161,2025-01-27 23:23:12.192594,2025-01-28 01:02:12.192594,24.61,44.15,PAYMENT_203
RIDE_204,DRIVER_39,CUSTOMER_114,2025-01-18 09:23:12.192598,2025-01-18 10:16:12.192598,17.48,47.2,PAYMENT_204
RIDE_205,DRIVER_21,CUSTOMER_195,2025-01-21 06:23:12.192603,2025-01-21 08:17:12.192603,14.55,37.94,PAYMENT_205
RIDE_206,DRIVER_32,CUSTOMER_14,2025-01-08 18:23:12.192608,2025-01-08 18:48:12.192608,16.93,37.41,PAYMENT_206
RIDE_207,DRIVER_2,CUSTOMER_53,2025-01-14 16:23:12.192612,2025-01-14 18:23:12.192612,14.57,22.07,PAYMENT_207
RIDE_208,DRIVER_8,CUSTOMER_69,2025-01-16 09:23:12.192617,2025-01-16 10:27:12.192617,33.15,70.69,PAYMENT_208
RIDE_209,DRIVER_24,CUSTOMER_141,2025-01-20 10:23:12.192622,2025-01-20 12:01:12.192622,47.66,81.1,PAYMENT_209
RIDE_210,DRIVER_20,CUSTOMER_34,2025-01-12 12:23:12.192626,2025-01-12 12:49:12.192626,32.92,93.49,PAYMENT_210
RIDE_211,DRIVER_16,CUSTOMER_74,2025-01-25 17:23:12.192631,2025-01-25 18:34:12.192631,10.23,25.02,PAYMENT_211
RIDE_212,DRIVER_4,CUSTOMER_113,2025-01-31 21:23:12.192636,2025-01-31 21:42:12.192636,26.35,60.63,PAYMENT_212
RIDE_213,DRIVER_16,CUSTOMER_179,2025-01-27 05:23:12.192641,2025-01-27 06:02:12.192641,12.77,25.2,PAYMENT_213
RIDE_214,DRIVER_37,CUSTOMER_125,2025-01-16 08:23:12.192646,2025-01-16 09:22:12.192646,3.78,8.43,PAYMENT_214
RIDE_215,DRIVER_6,CUSTOMER_32,2025-01-03 03:23:12.192650,2025-01-03 03:44:12.192650,43.01,80.71,PAYMENT_215
RIDE_216,DRIVER_6,CUSTOMER_8,2025-01-29 12:23:12.192655,2025-01-29 14:06:12.192655,40.69,113.43,PAYMENT_216
RIDE_217,DRIVER_47,CUSTOMER_162,2025-01-08 12:23:12.192660,2025-01-08 14:16:12.192660,20.8,32.69,PAYMENT_217
RIDE_218,DRIVER_32,CUSTOMER_156,2025-01-10 06:23:12.192665,2025-01-10 06:46:12.192665,16.66,27.46,PAYMENT_218
RIDE_219,DRIVER_5,CUSTOMER_62,2025-01-26 01:23:12.192670,2025-01-26 01:46:12.192670,7.86,13.72,PAYMENT_219
RIDE_220,DRIVER_49,CUSTOMER_182,2025-01-22 22:23:12.192674,2025-01-22 23:13:12.192674,2.25,4.1,PAYMENT_220
RIDE_221,DRIVER_35,CUSTOMER_41,2025-01-03 05:23:12.192679,2025-01-03 06:20:12.192679,25.37,47.73,PAYMENT_221
RIDE_222,DRIVER_50,CUSTOMER_80,2025-01-26 17:23:12.192684,2025-01-26 18:11:12.192684,15.48,42.7,PAYMENT_222
RIDE_223,DRIVER_9,CUSTOMER_142,2025-01-28 18:23:12.192689,2025-01-28 18:50:12.192689,45.44,74.72,PAYMENT_223
RIDE_224,DRIVER_9,CUSTOMER_4,2025-01-18 15:23:12.192694,2025-01-18 16:21:12.192694,20.83,54.51,PAYMENT_224
RIDE_225,DRIVER_43,CUSTOMER_142,2025-01-03 22:23:12.192699,2025-01-04 00:12:12.192699,37.1,70.11,PAYMENT_225
RIDE_226,DRIVER_31,CUSTOMER_105,2025-01-18 18:23:12.192704,2025-01-18 20:17:12.192704,29.57,60.34,PAYMENT_226
RIDE_227,DRIVER_36,CUSTOMER_24,2025-01-06 23:23:12.192708,2025-01-07 01:09:12.192708,49.74,116.2,PAYMENT_227
RIDE_228,DRIVER_11,CUSTOMER_58,2025-01-05 10:23:12.192713,2025-01-05 10:50:12.192713,40.98,111.26,PAYMENT_228
RIDE_229,DRIVER_17,CUSTOMER_30,2025-01-11 09:23:12.192718,2025-01-11 10:55:12.192718,17.82,35.93,PAYMENT_229
RIDE_230,DRIVER_34,CUSTOMER_119,2025-01-10 18:23:12.192723,2025-01-10 19:59:12.192723,35.96,76.15,PAYMENT_230
RIDE_231,DRIVER_39,CUSTOMER_31,2025-01-15 03:23:12.192728,2025-01-15 03:51:12.192728,34.63,70.18,PAYMENT_231
RIDE_232,DRIVER_28,CUSTOMER_166,2025-01-23 11:23:12.192732,2025-01-23 11:41:12.192732,32.28,81.33,PAYMENT_232
RIDE_233,DRIVER_14,CUSTOMER_40,2025-01-05 15:23:12.192737,2025-01-05 16:40:12.192737,24.31,58.55,PAYMENT_233
RIDE_234,DRIVER_35,CUSTOMER_128,2025-01-09 22:23:12.192741,2025-01-09 23:45:12.192741,47.09,111.38,PAYMENT_234
RIDE_235,DRIVER_49,CUSTOMER_184,2025-01-02 22:23:12.192744,2025-01-02 22:34:12.192744,18.57,45.96,PAYMENT_235
RIDE_236,DRIVER_47,CUSTOMER_75,2025-01-12 15:23:12.192749,2025-01-12 16:51:12.192749,15.71,36.25,PAYMENT_236
RIDE_237,DRIVER_45,CUSTOMER_131,2025-01-07 09:23:12.192768,2025-01-07 10:56:12.192768,9.33,27.7,PAYMENT_237
RIDE_238,DRIVER_13,CUSTOMER_181,2025-01-16 13:23:12.192773,2025-01-16 13:54:12.192773,33.22,64.01,PAYMENT_238
RIDE_239,DRIVER_46,CUSTOMER_70,2025-01-29 14:23:12.192777,2025-01-29 15:29:12.192777,28.35,56.35,PAYMENT_239
RIDE_240,DRIVER_20,CUSTOMER_107,2025-01-07 16:23:12.192781,2025-01-07 17:17:12.192781,15.4,34.89,PAYMENT_240
RIDE_241,DRIVER_26,CUSTOMER_124,2025-01-25 05:23:12.192785,2025-01-25 07:05:12.192785,24.07,64.08,PAYMENT_241
RIDE_242,DRIVER_43,CUSTOMER_121,2025-02-01 09:23:12.192789,2025-02-01 10:00:12.192789,37.31,80.98,PAYMENT_242
RIDE_243,DRIVER_42,CUSTOMER_63,2025-01-15 02:23:12.192793,2025-01-15 03:53:12.192793,36.53,59.09,PAYMENT_243
RIDE_244,DRIVER_24,CUSTOMER_117,2025-01-21 06:23:12.192798,2025-01-21 08:08:12.192798,28.39,68.72,PAYMENT_244
RIDE_245,DRIVER_29,CUSTOMER_142,2025-01-07 03:23:12.192802,2025-01-07 03:52:12.192802,45.72,100.38,PAYMENT_245
RIDE_246,DRIVER_34,CUSTOMER_38,2025-01-28 01:23:12.192808,2025-01-28 02:25:12.192808,47.4,139.11,PAYMENT_246
RIDE_247,DRIVER_29,CUSTOMER_99,2025-01-04 18:23:12.192813,2025-01-04 19:51:12.192813,45.08,126.33,PAYMENT_247
RIDE_248,DRIVER_8,CUSTOMER_49,2025-01-30 11:23:12.192817,2025-01-30 13:00:12.192817,33.07,81.38,PAYMENT_248
RIDE_249,DRIVER_16,CUSTOMER_154,2025-01-19 22:23:12.192821,2025-01-19 23:29:12.192821,11.89,34.4,PAYMENT_249
RIDE_250,DRIVER_15,CUSTOMER_131,2025-01-09 05:23:12.192825,2025-01-09 07:23:12.192825,11.94,25.46,PAYMENT_250
RIDE_251,DRIVER_5,CUSTOMER_192,2025-01-16 07:23:12.192828,2025-01-16 08:00:12.192828,43.7,105.69,PAYMENT_251
RIDE_252,DRIVER_22,CUSTOMER_35,2025-01-08 07:23:12.192832,2025-01-08 07:44:12.192832,21.6,45.51,PAYMENT_252
RIDE_253,DRIVER_2,CUSTOMER_18,2025-01-06 02:23:12.192835,2025-01-06 02:45:12.192835,44.46,127.18,PAYMENT_253
RIDE_254,DRIVER_38,CUSTOMER_71,2025-01-30 16:23:12.192839,2025-01-30 16:50:12.192839,19.21,31.09,PAYMENT_254
RIDE_255,DRIVER_36,CUSTOMER_198,2025-01-22 00:23:12.192843,2025-01-22 02:09:12.192843,29.69,59.84,PAYMENT_255
RIDE_256,DRIVER_15,CUSTOMER_107,2025-01-30 06:23:12.192847,2025-01-30 06:48:12.192847,23.72,46.73,PAYMENT_256
RIDE_257,DRIVER_38,CUSTOMER_88,2025-01-17 23:23:12.192850,2025-01-18 00:48:12.192850,6.77,16.79,PAYMENT_257
RIDE_258,DRIVER_15,CUSTOMER_130,2025-01-16 09:23:12.192855,2025-01-16 11:06:12.192855,3.63,9.31,PAYMENT_258
RIDE_259,DRIVER_1,CUSTOMER_69,2025-01-28 03:23:12.192859,2025-01-28 04:22:12.192859,32.09,77.28,PAYMENT_259
RIDE_260,DRIVER_5,CUSTOMER_1,2025-01-12 02:23:12.192862,2025-01-12 03:17:12.192862,29.44,61.62,PAYMENT_260
RIDE_261,DRIVER_46,CUSTOMER_73,2025-01-27 16:23:12.192866,2025-01-27 17:27:12.192866,31.41,88.94,PAYMENT_261
RIDE_262,DRIVER_41,CUSTOMER_186,2025-01-19 04:23:12.192869,2025-01-19 05:13:12.192869,24.14,64.49,PAYMENT_262
RIDE_263,DRIVER_4,CUSTOMER_77,2025-01-03 19:23:12.194430,2025-01-03 21:14:12.194430,10.53,30.62,PAYMENT_263
RIDE_264,DRIVER_15,CUSTOMER_151,2025-01-06 17:23:12.194443,2025-01-06 17:50:12.194443,6.87,18.01,PAYMENT_264
RIDE_265,DRIVER_5,CUSTOMER_149,2025-01-16 16:23:12.194447,2025-01-16 17:04:12.194447,34.35,78.37,PAYMENT_265
RIDE_266,DRIVER_3,CUSTOMER_169,2025-01-23 15:23:12.194451,2025-01-23 16:08:12.194451,26.96,58.65,PAYMENT_266
RIDE_267,DRIVER_22,CUSTOMER_126,2025-01-27 10:23:12.194455,2025-01-27 11:55:12.194455,21.24,37.19,PAYMENT_267
RIDE_268,DRIVER_5,CUSTOMER_39,2025-01-02 22:23:12.194458,2025-01-02 22:43:12.194458,43.67,121.46,PAYMENT_268
RIDE_269,DRIVER_33,CUSTOMER_115,2025-01-25 09:23:12.194462,2025-01-25 10:04:12.194462,8.39,14.16,PAYMENT_269
RIDE_270,DRIVER_16,CUSTOMER_138,2025-01-16 11:23:12.194467,2025-01-16 12:43:12.194467,49.63,91.91,PAYMENT_270
RIDE_271,DRIVER_18,CUSTOMER_124,2025-01-05 18:23:12.194477,2025-01-05 19:49:12.194477,17.79,33.4,PAYMENT_271
RIDE_272,DRIVER_43,CUSTOMER_89,2025-01-24 14:23:12.194482,2025-01-24 15:49:12.194482,49.37,129.14,PAYMENT_272
RIDE_273,DRIVER_32,CUSTOMER_86,2025-01-12 03:23:12.194486,2025-01-12 05:05:12.194486,44.75,117.45,PAYMENT_273
RIDE_274,DRIVER_14,CUSTOMER_142,2025-01-24 16:23:12.194491,2025-01-24 17:50:12.194491,49.35,89.61,PAYMENT_274
RIDE_275,DRIVER_35,CUSTOMER_196,2025-01-12 11:23:12.194495,2025-01-12 12:09:12.194495,8.02,16.81,PAYMENT_275
RIDE_276,DRIVER_9,CUSTOMER_140,2025-01-13 03:23:12.194500,2025-01-13 05:12:12.194500,43.26,71.09,PAYMENT_276
RIDE_277,DRIVER_47,CUSTOMER_97,2025-01-30 04:23:12.194504,2025-01-30 06:01:12.194504,9.84,28.59,PAYMENT_277
RIDE_278,DRIVER_37,CUSTOMER_117,2025-01-12 15:23:12.194509,2025-01-12 15:36:12.194509,4.96,10.96,PAYMENT_278
RIDE_279,DRIVER_37,CUSTOMER_83,2025-01-14 02:23:12.194525,2025-01-14 04:21:12.194525,17.3,27.35,PAYMENT_279
RIDE_280,DRIVER_31,CUSTOMER_49,2025-01-28 15:23:12.194530,2025-01-28 17:21:12.194530,49.35,131.09,PAYMENT_280
RIDE_281,DRIVER_16,CUSTOMER_179,2025-01-11 01:23:12.194535,2025-01-11 02:57:12.194535,16.36,37.4,PAYMENT_281
RIDE_282,DRIVER_31,CUSTOMER_62,2025-01-09 01:23:12.194540,2025-01-09 02:11:12.194540,3.84,11.5,PAYMENT_282
RIDE_283,DRIVER_27,CUSTOMER_147,2025-01-22 02:23:12.194544,2025-01-22 02:59:12.194544,23.15,38.33,PAYMENT_283
RIDE_284,DRIVER_13,CUSTOMER_99,2025-01-31 20:23:12.194548,2025-01-31 21:39:12.194548,11.26,27.33,PAYMENT_284
RIDE_285,DRIVER_7,CUSTOMER_60,2025-01-30 19:23:12.194552,2025-01-30 20:50:12.194552,38.9,63.27,PAYMENT_285
RIDE_286,DRIVER_7,CUSTOMER_199,2025-01-12 02:23:12.194557,2025-01-12 03:38:12.194557,29.24,84.72,PAYMENT_286
RIDE_287,DRIVER_43,CUSTOMER_106,2025-01-24 00:23:12.194562,2025-01-24 00:57:12.194562,8.76,18.26,PAYMENT_287
RIDE_288,DRIVER_28,CUSTOMER_12,2025-01-26 02:23:12.194567,2025-01-26 04:08:12.194567,39.48,72.8,PAYMENT_288
RIDE_289,DRIVER_23,CUSTOMER_82,2025-01-19 01:23:12.194571,2025-01-19 02:23:12.194571,39.21,102.2,PAYMENT_289
RIDE_290,DRIVER_28,CUSTOMER_191,2025-01-12 20:23:12.194576,2025-01-12 21:10:12.194576,7.34,15.89,PAYMENT_290
RIDE_291,DRIVER_27,CUSTOMER_122,2025-01-17 00:23:12.194581,2025-01-17 01:55:12.194581,22.25,37.59,PAYMENT_291
RIDE_292,DRIVER_30,CUSTOMER_181,2025-01-15 11:23:12.194585,2025-01-15 11:39:12.194585,22.04,50.47,PAYMENT_292
RIDE_293,DRIVER_47,CUSTOMER_98,2025-01-12 11:23:12.194590,2025-01-12 13:13:12.194590,22.02,38.67,PAYMENT_293
RIDE_294,DRIVER_4,CUSTOMER_99,2025-01-17 13:23:12.194594,2025-01-17 15:14:12.194594,24.39,37.87,PAYMENT_294
RIDE_295,DRIVER_44,CUSTOMER_170,2025-01-06 23:23:12.194598,2025-01-07 00:03:12.194598,1.23,2.5,PAYMENT_295
RIDE_296,DRIVER_42,CUSTOMER_167,2025-01-20 11:23:12.194602,2025-01-20 12:36:12.194602,27.16,78.03,PAYMENT_296
RIDE_297,DRIVER_42,CUSTOMER_39,2025-01-18 18:23:12.194605,2025-01-18 19:22:12.194605,36.8,102.91,PAYMENT_297
RIDE_298,DRIVER_7,CUSTOMER_127,2025-01-10 19:23:12.194609,2025-01-10 19:47:12.194609,47.55,104.65,PAYMENT_298
RIDE_299,DRIVER_4,CUSTOMER_10,2025-01-27 06:23:12.194612,2025-01-27 07:03:12.194612,44.71,125.47,PAYMENT_299
RIDE_300,DRIVER_26,CUSTOMER_33,2025-01-19 05:23:12.194616,2025-01-19 06:36:12.194616,38.09,110.55,PAYMENT_300
RIDE_301,DRIVER_47,CUSTOMER_129,2025-01-18 14:23:12.194620,2025-01-18 15:54:12.194620,27.02,62.76,PAYMENT_301
RIDE_302,DRIVER_22,CUSTOMER_152,2025-01-22 01:23:12.194623,2025-01-22 02:49:12.194623,1.88,3.2,PAYMENT_302
RIDE_303,DRIVER_7,CUSTOMER_85,2025-01-28 10:23:12.194627,2025-01-28 10:42:12.194627,1.2,3.51,PAYMENT_303
RIDE_304,DRIVER_16,CUSTOMER_26,2025-01-04 22:23:12.194630,2025-01-04 23:40:12.194630,36.95,85.32,PAYMENT_304
RIDE_305,DRIVER_13,CUSTOMER_113,2025-01-21 21:23:12.194634,2025-01-21 21:34:12.194634,12.09,28.85,PAYMENT_305
RIDE_306,DRIVER_13,CUSTOMER_26,2025-01-05 09:23:12.194639,2025-01-05 10:19:12.194639,43.97,96.07,PAYMENT_306
RIDE_307,DRIVER_35,CUSTOMER_135,2025-01-20 16:23:12.194644,2025-01-20 17:13:12.194644,16.29,42.73,PAYMENT_307
RIDE_308,DRIVER_29,CUSTOMER_117,2025-01-08 09:23:12.194649,2025-01-08 09:49:12.194649,6.03,16.98,PAYMENT_308
RIDE_309,DRIVER_9,CUSTOMER_4,2025-01-16 03:23:12.194653,2025-01-16 04:22:12.194653,25.66,55.23,PAYMENT_309
RIDE_310,DRIVER_28,CUSTOMER_185,2025-01-29 10:23:12.194658,2025-01-29 12:23:12.194658,16.0,39.35,PAYMENT_310
RIDE_311,DRIVER_12,CUSTOMER_37,2025-01-25 06:23:12.194662,2025-01-25 08:20:12.194662,4.2,9.66,PAYMENT_311
RIDE_312,DRIVER_18,CUSTOMER_105,2025-01-29 12:23:12.194666,2025-01-29 13:45:12.194666,3.24,9.28,PAYMENT_312
RIDE_313,DRIVER_30,CUSTOMER_168,2025-01-18 13:23:12.194670,2025-01-18 14:26:12.194670,47.47,105.5,PAYMENT_313
RIDE_314,DRIVER_16,CUSTOMER_40,2025-01-28 17:23:12.194675,2025-01-28 18:19:12.194675,23.34,42.96,PAYMENT_314
RIDE_315,DRIVER_5,CUSTOMER_20,2025-01-31 11:23:12.194680,2025-01-31 12:42:12.194680,26.49,43.29,PAYMENT_315
RIDE_316,DRIVER_29,CUSTOMER_121,2025-01-20 01:23:12.194684,2025-01-20 03:00:12.194684,26.68,52.34,PAYMENT_316
RIDE_317,DRIVER_36,CUSTOMER_68,2025-01-19 13:23:12.194688,2025-01-19 13:55:12.194688,22.25,47.13,PAYMENT_317
RIDE_318,DRIVER_7,CUSTOMER_87,2025-01-05 15:23:12.194692,2025-01-05 17:10:12.194692,34.65,60.07,PAYMENT_318
RIDE_319,DRIVER_4,CUSTOMER_160,2025-01-06 10:23:12.194697,2025-01-06 11:33:12.194697,7.56,11.46,PAYMENT_319
RIDE_320,DRIVER_42,CUSTOMER_178,2025-01-03 02:23:12.194701,2025-01-03 04:11:12.194701,49.81,113.81,PAYMENT_320
RIDE_321,DRIVER_35,CUSTOMER_102,2025-01-09 10:23:12.194706,2025-01-09 10:42:12.194706,25.02,65.99,PAYMENT_321
RIDE_322,DRIVER_1,CUSTOMER_167,2025-01-26 15:23:12.194711,2025-01-26 15:35:12.194711,37.76,64.36,PAYMENT_322
RIDE_323,DRIVER_6,CUSTOMER_21,2025-01-17 04:23:12.194716,2025-01-17 05:48:12.194716,9.08,17.53,PAYMENT_323
RIDE_324,DRIVER_49,CUSTOMER_85,2025-01-18 05:23:12.194720,2025-01-18 05:41:12.194720,45.44,104.63,PAYMENT_324
RIDE_325,DRIVER_16,CUSTOMER_173,2025-01-04 11:23:12.194725,2025-01-04 11:34:12.194725,40.79,103.27,PAYMENT_325
RIDE_326,DRIVER_11,CUSTOMER_137,2025-01-17 20:23:12.194730,2025-01-17 21:06:12.194730,1.94,4.34,PAYMENT_326
RIDE_327,DRIVER_27,CUSTOMER_98,2025-01-30 08:23:12.194734,2025-01-30 09:00:12.194734,11.99,31.57,PAYMENT_327
RIDE_328,DRIVER_32,CUSTOMER_82,2025-01-16 06:23:12.194739,2025-01-16 06:38:12.194739,49.26,96.03,PAYMENT_328
RIDE_329,DRIVER_31,CUSTOMER_161,2025-01-25 14:23:12.194744,2025-01-25 14:40:12.194744,11.35,30.06,PAYMENT_329
RIDE_330,DRIVER_14,CUSTOMER_184,2025-01-14 09:23:12.194749,2025-01-14 11:14:12.194749,2.07,5.58,PAYMENT_330
RIDE_331,DRIVER_26,CUSTOMER_195,2025-01-31 19:23:12.194767,2025-01-31 20:23:12.194767,25.73,61.64,PAYMENT_331
RIDE_332,DRIVER_4,CUSTOMER_125,2025-01-23 05:23:12.194772,2025-01-23 06:37:12.194772,7.03,18.95,PAYMENT_332
RIDE_333,DRIVER_11,CUSTOMER_139,2025-01-13 00:23:12.194777,2025-01-13 01:09:12.194777,35.84,83.23,PAYMENT_333
RIDE_334,DRIVER_25,CUSTOMER_10,2025-01-11 05:23:12.194781,2025-01-11 06:53:12.194781,39.81,70.98,PAYMENT_334
RIDE_335,DRIVER_1,CUSTOMER_159,2025-01-23 03:23:12.194785,2025-01-23 05:04:12.194785,19.38,54.71,PAYMENT_335
RIDE_336,DRIVER_25,CUSTOMER_18,2025-02-01 17:23:12.194790,2025-02-01 18:37:12.194790,32.38,69.8,PAYMENT_336
RIDE_337,DRIVER_17,CUSTOMER_61,2025-01-19 16:23:12.194795,2025-01-19 18:11:12.194795,38.79,72.73,PAYMENT_337
RIDE_338,DRIVER_30,CUSTOMER_162,2025-01-04 12:23:12.194799,2025-01-04 13:26:12.194799,31.53,81.11,PAYMENT_338
RIDE_339,DRIVER_19,CUSTOMER_176,2025-01-09 09:23:12.194804,2025-01-09 10:27:12.194804,30.1,74.32,PAYMENT_339
RIDE_340,DRIVER_28,CUSTOMER_74,2025-01-08 08:23:12.194808,2025-01-08 10:02:12.194808,3.35,9.19,PAYMENT_340
RIDE_341,DRIVER_45,CUSTOMER_59,2025-01-21 19:23:12.194813,2025-01-21 20:24:12.194813,6.3,11.53,PAYMENT_341
RIDE_342,DRIVER_47,CUSTOMER_192,2025-01-20 19:23:12.194818,2025-01-20 19:43:12.194818,41.97,67.94,PAYMENT_342
RIDE_343,DRIVER_36,CUSTOMER_24,2025-01-14 03:23:12.194823,2025-01-14 04:54:12.194823,3.36,8.19,PAYMENT_343
RIDE_344,DRIVER_43,CUSTOMER_112,2025-01-26 09:23:12.194828,2025-01-26 10:41:12.194828,6.67,15.17,PAYMENT_344
RIDE_345,DRIVER_46,CUSTOMER_26,2025-01-15 11:23:12.194833,2025-01-15 12:41:12.194833,22.77,61.48,PAYMENT_345
RIDE_346,DRIVER_32,CUSTOMER_195,2025-01-30 08:23:12.194837,2025-01-30 09:51:12.194837,7.06,17.08,PAYMENT_346
RIDE_347,DRIVER_10,CUSTOMER_163,2025-01-16 06:23:12.194842,2025-01-16 06:52:12.194842,13.38,34.0,PAYMENT_347
RIDE_348,DRIVER_13,CUSTOMER_181,2025-01-08 03:23:12.194847,2025-01-08 04:08:12.194847,35.39,67.52,PAYMENT_348
RIDE_349,DRIVER_19,CUSTOMER_26,2025-01-24 01:23:12.194852,2025-01-24 01:43:12.194852,11.07,27.37,PAYMENT_349
RIDE_350,DRIVER_14,CUSTOMER_114,2025-01-11 01:23:12.194856,2025-01-11 02:12:12.194856,34.6,79.51,PAYMENT_350
RIDE_351,DRIVER_4,CUSTOMER_43,2025-01-29 16:23:12.194861,2025-01-29 16:43:12.194861,1.46,2.78,PAYMENT_351
RIDE_352,DRIVER_38,CUSTOMER_178,2025-01-29 08:23:12.194866,2025-01-29 09:38:12.194866,21.62,38.53,PAYMENT_352
RIDE_353,DRIVER_48,CUSTOMER_77,2025-01-21 10:23:12.194871,2025-01-21 10:59:12.194871,5.95,9.54,PAYMENT_353
RIDE_354,DRIVER_35,CUSTOMER_8,2025-01-15 09:23:12.194876,2025-01-15 11:16:12.194876,26.5,45.18,PAYMENT_354
RIDE_355,DRIVER_4,CUSTOMER_12,2025-01-08 16:23:12.194881,2025-01-08 16:52:12.194881,31.52,52.5,PAYMENT_355
RIDE_356,DRIVER_48,CUSTOMER_84,2025-01-26 01:23:12.194886,2025-01-26 02:41:12.194886,35.34,77.15,PAYMENT_356
RIDE_357,DRIVER_21,CUSTOMER_15,2025-01-16 08:23:12.194897,2025-01-16 09:14:12.194897,21.52,46.9,PAYMENT_357
RIDE_358,DRIVER_4,CUSTOMER_76,2025-01-16 19:23:12.194902,2025-01-16 20:23:12.194902,45.03,114.86,PAYMENT_358
RIDE_359,DRIVER_4,CUSTOMER_92,2025-01-31 19:23:12.194907,2025-01-31 20:48:12.194907,26.07,58.34,PAYMENT_359
RIDE_360,DRIVER_38,CUSTOMER_96,2025-01-27 22:23:12.194912,2025-01-27 23:54:12.194912,31.27,61.94,PAYMENT_360
RIDE_361,DRIVER_31,CUSTOMER_111,2025-01-22 05:23:12.194917,2025-01-22 07:10:12.194917,14.85,25.66,PAYMENT_361
RIDE_362,DRIVER_33,CUSTOMER_38,2025-01-16 06:23:12.194922,2025-01-16 08:19:12.194922,39.45,116.56,PAYMENT_362
RIDE_363,DRIVER_34,CUSTOMER_63,2025-01-28 01:23:12.194926,2025-01-28 02:56:12.194926,25.39,38.93,PAYMENT_363
RIDE_364,DRIVER_11,CUSTOMER_136,2025-01-04 04:23:12.194931,2025-01-04 06:00:12.194931,30.84,91.24,PAYMENT_364
RIDE_365,DRIVER_4,CUSTOMER_106,2025-01-28 10:23:12.194936,2025-01-28 11:55:12.194936,39.12,75.23,PAYMENT_365
RIDE_366,DRIVER_33,CUSTOMER_145,2025-01-03 01:23:12.194941,2025-01-03 01:41:12.194941,41.74,70.44,PAYMENT_366
RIDE_367,DRIVER_6,CUSTOMER_175,2025-01-22 15:23:12.194946,2025-01-22 16:12:12.194946,48.68,105.03,PAYMENT_367
RIDE_368,DRIVER_12,CUSTOMER_47,2025-01-20 01:23:12.194951,2025-01-20 03:02:12.194951,18.54,28.04,PAYMENT_368
RIDE_369,DRIVER_5,CUSTOMER_44,2025-01-09 11:23:12.194956,2025-01-09 12:28:12.194956,21.08,34.47,PAYMENT_369
RIDE_370,DRIVER_39,CUSTOMER_45,2025-01-14 10:23:12.194961,2025-01-14 12:06:12.194961,8.86,13.49,PAYMENT_370
RIDE_371,DRIVER_5,CUSTOMER_21,2025-01-16 04:23:12.194966,2025-01-16 06:21:12.194966,27.86,50.87,PAYMENT_371
RIDE_372,DRIVER_44,CUSTOMER_157,2025-01-15 05:23:12.194970,2025-01-15 06:03:12.194970,45.61,97.17,PAYMENT_372
RIDE_373,DRIVER_16,CUSTOMER_98,2025-01-10 02:23:12.194975,2025-01-10 02:40:12.194975,34.72,93.0,PAYMENT_373
RIDE_374,DRIVER_26,CUSTOMER_159,2025-01-23 05:23:12.194980,2025-01-23 06:04:12.194980,24.55,55.18,PAYMENT_374
RIDE_375,DRIVER_8,CUSTOMER_175,2025-01-06 20:23:12.194985,2025-01-06 20:44:12.194985,12.49,25.69,PAYMENT_375
RIDE_376,DRIVER_37,CUSTOMER_62,2025-01-21 10:23:12.194990,2025-01-21 11:28:12.194990,1.62,4.12,PAYMENT_376
